2,MORCILLA ARGENTINA GRANE,5.86,70,00312,0,0,0,0
3,PECHUGA EN BANDEJA MR. POLLO,6.03,66,00090,0,0,0,0
4,PIERNITAS EN BANDEJA MR. POLLO,5.43,66,00091,0,0,0,0
5,FILETE PECHUGA EN BANDEJA MR. POLLO,9.42,66,00060,0,0,0,0
6,FRITADITA AL GRANEL 1KG,6.43,66,00021,0,0,0,0
7,ALITAS EN BANDEJA MR. POLLO,5.67,66,00130,0,0,0,0
8,PIERNAS MUSLOS BANDEJA MR POLLO,4.25,66,00117,0,0,0,0
9,MUSLOS EN BANDEJA MR. POLLO,3.83,70,00036,0,0,0,0
10,CHAMPINON ENTERO SNOB KG,14.13,70,00797,0,0,0,0
11,FILETE MUSLO SIN PIEL BANDEJA MR. POLLO,7.71,70,00092,0,0,0,0
12,MOLLEJAS EN FUNDA IPROCA 1KG,3.96,70,00782,0,0,0,0
13,PATAS EN FUNDA MR.POLLO 1KG,1.04,70,00079,0,0,0,0
16,HIGADO EN FUNDA 1KG IPROCA,0.92,70,00860,0,0,0,0
17,COSTILLAS A LA BBQ 500G LA EUROPEA,9.76,70,00899,0,0,0,0
18,NARANJA TANGELO KG,2.14,70,00018,0,0,0,0
19,PEPINO DULCE KG,0.86,70,00019,0,0,0,0
20,ARVEJA TIERNA KG,5.14,70,00020,0,0,0,0
21,MELLOCO KG,2.00,70,00021,0,0,0,0
22,POROTO TIERNO KG,4.34,70,00022,0,0,0,0
23,CARNE MOLIDA DE RES EN BANDEJA F009837,9.39,70,00816,0,0,0,0
24,LIMON SUTIL GRANEL,1.00,70,00024,0,0,0,0
25,MARACUYA KILO RIO,1.43,70,00025,0,0,0,0
26,PLATANO MADURO KG,0.87,70,00026,0,0,0,0
29,KIWI GRANEL,2.43,70,00029,0,0,0,0
30,ZANAHORIA,0.43,70,00030,0,0,0,0
32,PEPINILLO 1KG,0.57,70,00032,0,0,0,0
33,BERENGENA KG,1.29,70,00033,0,0,0,0
34,FRUTILLA KG,3.14,70,00037,0,0,0,0
35,REINA CLAUDIA AMARILLA KG,3.08,70,00038,0,0,0,0
37,MASMELOW PILLO,6.84,70,00930,0,0,0,0
